id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
1556,1253,Mastercard,Debit,5969016640971734,Feb-20,625,YES,1,$24442,Feb-20,2020,No
2561,1253,Mastercard,Debit,5805455899430052,Sep-24,461,YES,2,$28390,Apr-08,2008,No
4869,311,Amex,Credit,3.98921E+14,Jan-24,659,YES,2,$6600,Sep-14,2014,No
4094,311,Mastercard,Debit,5922157962642456,Oct-07,869,YES,1,$11510,Aug-99,2011,No
4600,311,Mastercard,Credit,5840051343792983,Jun-12,650,YES,1,$6400,Sep-06,2011,No
93,311,Discover,Credit,6129847719830710,Aug-24,972,YES,1,$1800,Jan-06,2007,No
81,1346,Visa,Credit,4509891646969778,Mar-24,503,YES,2,$1500,Jan-05,2009,No
801,1346,Visa,Debit,4836727908429089,Jan-20,314,YES,1,$14813,Jan-20,2020,No
2877,1622,Mastercard,Debit,5215629197170613,Dec-20,502,YES,2,$40176,May-05,2009,No
90,852,Amex,Credit,3.7776E+14,Oct-23,360,YES,1,$10300,Jan-06,2013,No
1282,852,Visa,Credit,4373234712011855,Jan-20,735,YES,2,$4400,Feb-11,2011,No
4187,852,Visa,Debit,4251519859550278,Apr-19,637,YES,2,$15878,Aug-06,2008,No
4039,1394,Visa,Credit,4812870507989207,Jun-20,393,YES,2,$8500,Jul-15,2015,No
530,1394,Mastercard,Debit,5610324213392857,Oct-23,951,YES,2,$18022,Jan-20,2020,No
3468,1394,Mastercard,Debit,5542638681640102,Jun-16,555,YES,1,$19597,Jun-10,2010,No
6027,1394,Visa,Debit,4365836294015490,Sep-21,569,YES,1,$51504,Dec-10,2010,No
82,957,Visa,Debit,4823239404534030,Oct-21,123,YES,2,$28717,Jan-05,2014,No
5042,957,Amex,Credit,3.35477E+14,Nov-21,741,NO,1,$7100,Oct-06,2006,No
4532,957,Mastercard,Debit,5405712448987535,Jun-20,515,NO,1,$27974,Sep-03,2012,No
5078,515,Mastercard,Debit,5713915813035539,Dec-22,155,NO,2,$6629,Oct-07,2008,No
5487,515,Mastercard,Debit,5554873957809710,Mar-24,511,YES,2,$2093,Nov-07,2015,No
3984,515,Visa,Debit,4170871321743414,Sep-23,676,YES,2,$27053,Jul-11,2011,No
3235,515,Mastercard,Debit,5870786595656028,May-23,221,YES,2,$15800,Jun-02,2012,No
2831,1303,Visa,Debit,4178535461392083,May-15,804,YES,1,$20699,May-02,2008,No
2705,1303,Visa,Debit,4671850635889899,Nov-20,859,YES,2,$31662,Apr-12,2012,No
6000,1303,Mastercard,Credit,5219123186357731,Jun-23,5,YES,1,$18900,Dec-10,2011,No
5059,1303,Visa,Credit,4135829985251308,Nov-06,69,YES,2,$14200,Oct-06,2010,No
6085,1303,Mastercard,Debit,5434239693376748,Dec-22,501,YES,2,$25292,Dec-13,2013,No
1557,1303,Mastercard,Debit,5483162440698414,Mar-23,973,YES,1,$19299,Feb-20,2020,No
4226,1303,Visa,Debit,4815904170762930,Mar-17,581,YES,2,$27215,Aug-07,2010,No
3765,1287,Mastercard,Debit,5461068745624979,Apr-12,47,YES,2,$10934,Jul-06,2015,No
5564,296,Mastercard,Credit,5831265252494760,Apr-15,530,YES,2,$20300,Nov-09,2010,No
4939,296,Amex,Credit,3.64959E+14,Oct-12,140,YES,2,$9700,Oct-99,2007,No
3331,296,Visa,Debit (Prepaid),4237846626072618,Aug-23,204,NO,2,$87,Jun-06,2006,No
1330,1059,Visa,Credit,4365828013345605,Feb-23,945,YES,2,$11700,Feb-13,2013,No
2641,1059,Mastercard,Debit,5577607865497293,Dec-24,463,YES,2,$16460,Apr-10,2010,No
4483,1059,Visa,Debit,4602472596754075,Apr-23,588,YES,1,$27036,Aug-19,2019,No
5641,1378,Amex,Credit,3.43797E+14,Jun-20,130,YES,2,$3100,Nov-11,2011,No
283,1378,Visa,Debit,4686786422368480,Aug-21,648,YES,1,$21757,Jan-11,2011,No
4227,1378,Visa,Debit,4584216972557578,Jul-21,880,YES,2,$15925,Aug-07,2007,No
2921,1378,Amex,Credit,3.35016E+14,Dec-19,916,YES,1,$10100,May-07,2016,No
4066,1297,Mastercard,Debit,5198483282511111,Jul-22,392,YES,2,$20660,Jul-18,2018,No
1242,1297,Visa,Debit,4470355925741360,May-22,231,YES,1,$18301,Feb-10,2010,No
5627,1297,Visa,Credit,4118885453058690,May-11,419,YES,2,$14200,Nov-10,2018,No
5982,1727,Visa,Debit,4475380884726150,Jun-24,972,YES,1,$24230,Dec-09,2011,No
319,1727,Visa,Debit,4304585079155855,Oct-13,340,YES,1,$19636,Jan-13,2013,No
1379,1727,Mastercard,Debit (Prepaid),5000846807980564,Jul-24,345,YES,3,$102,Feb-18,2018,No
5329,1727,Mastercard,Debit,5655027232477390,Sep-22,848,YES,2,$21218,Oct-18,2018,No
4918,1727,Visa,Debit,4602706416826257,Mar-21,862,YES,2,$27066,Sep-18,2018,No
3766,1727,Mastercard,Debit,5180082121310715,Jun-16,148,YES,2,$19723,Jul-06,2010,No
1826,310,Visa,Debit,4906910670363168,Dec-20,443,YES,2,$21990,Feb-20,2020,No
531,310,Mastercard,Debit,5037135277339675,Nov-21,719,YES,2,$26251,Jan-20,2020,No
1359,673,Visa,Debit,4815588963693440,Apr-22,752,NO,2,$14614,Feb-15,2015,No
2422,673,Visa,Credit,4239689640583423,Nov-22,10,YES,1,$12800,Apr-01,2003,No
978,673,Mastercard,Debit,5965680471968381,Feb-06,491,YES,2,$17897,Feb-00,2013,No
1827,673,Visa,Credit,4023269244492110,Jun-24,413,YES,1,$8700,Feb-20,2020,No
4570,1283,Amex,Credit,3.88335E+14,Sep-21,695,YES,2,$19500,Sep-05,2007,No
2341,1283,Mastercard,Debit,5418596356337176,Jun-15,899,YES,1,$24111,Mar-15,2015,No
5305,1283,Mastercard,Debit,5930575507132281,Jun-23,751,YES,1,$34839,Oct-15,2015,No
3469,1283,Mastercard,Credit,5293527173763220,Apr-23,542,YES,1,$12800,Jun-10,2012,No
5404,1239,Mastercard,Credit,5073085904399854,Oct-21,19,YES,2,$9600,Nov-04,2011,No
3744,1239,Visa,Debit,4046787704522231,Apr-22,654,YES,2,$15112,Jul-05,2016,No
532,1239,Mastercard,Credit,5539431041002735,Sep-24,932,YES,2,$11100,Jan-20,2020,No
1243,1239,Visa,Debit,4488660162981931,Jun-23,852,YES,1,$14295,Feb-10,2010,No
533,1691,Mastercard,Credit,5618482408174959,Feb-20,793,YES,1,$5400,Jan-20,2020,No
225,1078,Mastercard,Debit,5792661772040761,Oct-23,862,YES,2,$18092,Jan-10,2015,No
5488,1078,Mastercard,Debit,5446646218200600,Dec-22,473,YES,2,$23244,Nov-07,2007,No
4397,124,Visa,Debit,4886036634951653,Apr-23,841,YES,1,$12639,Aug-12,2012,No
4022,124,Mastercard,Debit,5208111902646302,Dec-21,143,YES,1,$13482,Jul-14,2014,No
3050,124,Mastercard,Debit,5683051566552763,Mar-24,924,YES,1,$13022,May-10,2010,No
2725,124,Mastercard,Debit,5024398810633935,Feb-20,575,NO,2,$23999,Apr-14,2014,No
2819,99,Visa,Debit,4388509355512107,Jan-20,52,YES,2,$12837,May-01,2013,No
3345,99,Mastercard,Debit,5133994303927341,Jul-12,12,YES,1,$25177,Jun-07,2012,No
2869,99,Visa,Credit,4999872563975234,Jan-06,258,YES,1,$18800,May-04,2011,No
2736,1722,Visa,Credit,4012239673381945,Mar-20,960,YES,2,$3900,Apr-14,2014,No
427,562,Discover,Credit,6491563889949652,Feb-23,834,YES,2,$7200,Jan-20,2020,No
3250,750,Mastercard,Debit,5040046262063377,Dec-24,731,YES,2,$11749,Jun-03,2015,No
4550,750,Mastercard,Debit (Prepaid),5361683790644838,Jan-21,225,YES,1,$77,Sep-04,2011,No
5251,1223,Visa,Debit,4239806874218454,Nov-11,564,YES,2,$86262,Oct-11,2011,No
1042,1223,Visa,Debit,4546418791213683,Jun-10,955,YES,1,$92939,Feb-04,2011,No
384,1223,Visa,Debit,4025546651211985,Feb-24,741,YES,2,$64613,Jan-19,2019,No
1828,1319,Visa,Debit,4576325893639027,Feb-20,8,YES,2,$27305,Feb-20,2020,No
4271,575,Visa,Debit,4816684331004039,Jan-23,757,YES,1,$24546,Aug-08,2010,No
369,575,Mastercard,Debit,5313945757861658,Sep-18,764,YES,1,$25121,Jan-18,2018,No
3663,575,Discover,Credit,6733959530204171,Sep-22,878,YES,1,$17000,Jul-01,2018,No
5278,575,Visa,Credit,4506945480857983,May-23,476,YES,2,$6800,Oct-13,2013,No
4360,575,Mastercard,Credit,5891397747740840,Dec-13,198,YES,2,$15100,Aug-11,2011,No
3842,428,Mastercard,Credit,5479226934776678,Sep-13,276,YES,1,$14300,Jul-08,2008,No
1351,428,Amex,Credit,3.40214E+14,Nov-24,108,YES,2,$8800,Feb-15,2015,No
3126,828,Visa,Credit,4073585160932951,May-23,635,YES,2,$4100,May-12,2012,No
4235,828,Amex,Credit,3.5492E+14,Aug-21,795,YES,1,$9500,Aug-08,2016,No
3767,828,Mastercard,Credit,5569011066508197,Jun-10,780,YES,1,$8500,Jul-06,2011,No
1829,1580,Visa,Debit,4699690787956736,May-23,5,NO,2,$21741,Feb-20,2020,No
1830,1580,Visa,Debit,4748742930224055,Sep-20,974,YES,1,$1741,Feb-20,2020,No
1558,1570,Mastercard,Debit (Prepaid),5941982171557637,Apr-21,756,YES,2,$74,Feb-20,2020,No
1831,1570,Visa,Credit,4224965156816542,Feb-24,389,NO,1,$8700,Feb-20,2020,No
534,1570,Mastercard,Debit (Prepaid),5515026771729881,Mar-24,311,YES,1,$63,Jan-20,2020,No
221,846,Amex,Credit,3.71625E+14,Oct-22,297,YES,2,$18400,Jan-10,2015,No
2789,846,Visa,Credit,4682031333555589,Dec-22,219,YES,2,$9700,Apr-19,2019,No
3886,846,Mastercard,Credit,5437152511733314,Jan-22,853,YES,1,$13800,Jul-09,2017,No
3443,846,Visa,Credit,4518067619451768,Jun-20,429,YES,2,$0,Jun-09,2011,No
1244,666,Visa,Debit,4422198494122153,Oct-20,852,YES,2,$22501,Feb-10,2010,No
4838,335,Visa,Debit,4680510288921428,Sep-13,217,YES,2,$25307,Sep-12,2012,No
5131,335,Visa,Debit,4414800408438414,Jun-20,833,YES,1,$23401,Oct-08,2011,No
353,335,Mastercard,Debit,5039380212110238,Jul-20,830,YES,1,$34385,Jan-16,2016,No
5016,639,Visa,Debit,4201603557566123,Jan-23,380,YES,2,$15485,Oct-04,2010,No
129,639,Mastercard,Debit,5903118148557393,Nov-22,939,NO,3,$14156,Jan-07,2018,No
4877,639,Visa,Credit,4433520087348350,Nov-21,303,YES,2,$12400,Sep-14,2014,No
4833,639,Mastercard,Debit,5653383391642965,May-24,280,YES,2,$14850,Sep-12,2012,No
3673,386,Mastercard,Debit,5639527120868397,Oct-23,126,YES,1,$25093,Jul-02,2006,No
535,886,Mastercard,Debit,5283951994405151,Jan-20,201,NO,1,$19991,Jan-20,2020,No
536,297,Mastercard,Debit (Prepaid),5876773249686695,Sep-22,942,YES,2,$29,Jan-20,2020,No
1832,1860,Visa,Debit,4786571889403869,Aug-23,592,YES,2,$28422,Feb-20,2020,No
1833,1860,Visa,Credit,4061205624693615,Feb-20,148,YES,1,$10100,Feb-20,2020,No
4244,1860,Mastercard,Debit (Prepaid),5565765822212471,Dec-23,119,YES,2,$40,Aug-08,2018,No
211,581,Visa,Debit,4566018104845496,Aug-20,490,YES,1,$12589,Jan-09,2011,No
2320,581,Visa,Debit,4997480551334716,Sep-23,51,YES,2,$11885,Mar-13,2013,No
3691,581,Mastercard,Debit,5572601780823600,Mar-24,642,YES,1,$18820,Jul-03,2008,No
4615,1910,Visa,Debit,4101200741078800,Jun-20,810,YES,2,$8562,Sep-06,2008,No
5505,1910,Visa,Debit,4153032185259106,May-22,614,YES,1,$5933,Nov-07,2009,No
3242,1910,Visa,Debit (Prepaid),4227171668701156,Oct-24,319,YES,2,$33,Jun-02,2018,No
3288,1910,Mastercard,Debit,5465784735932043,Aug-21,490,YES,1,$10764,Jun-05,2007,No
1559,731,Mastercard,Credit,5448351633948320,Jun-20,592,YES,1,$8900,Feb-20,2020,No
5659,731,Visa,Debit,4778187080028211,Jan-24,74,YES,2,$6781,Nov-11,2011,No
802,731,Visa,Debit,4514571438412414,Jan-20,377,YES,2,$12116,Jan-20,2020,No
1111,21,Mastercard,Debit,5962105909908856,Aug-21,615,YES,2,$21131,Feb-07,2007,No
2745,21,Mastercard,Debit,5977475805952055,Jun-15,815,YES,2,$13383,Apr-15,2015,No
4769,21,Mastercard,Debit (Prepaid),5491556655486869,May-23,226,YES,1,$58,Sep-10,2010,No
5777,273,Discover,Credit,6375330614788153,Feb-21,523,YES,2,$14600,Dec-02,2008,No
397,63,Amex,Credit,3.56227E+14,Jan-20,792,NO,1,$6600,Jan-20,2020,No
2805,63,Visa,Debit,4128926575959194,Jun-20,827,YES,1,$23806,May-99,2008,No
60,63,Visa,Debit,4840372814737208,Nov-22,357,YES,2,$17082,Jan-04,2011,No
5489,63,Mastercard,Debit,5573468131965566,Sep-24,258,YES,1,$16422,Nov-07,2011,No
4632,63,Mastercard,Debit,5566429737412055,Apr-24,6,YES,1,$15353,Sep-07,2011,No
4067,63,Mastercard,Debit (Prepaid),5570187893542298,Jul-24,610,YES,1,$66,Jul-18,2018,No
537,786,Mastercard,Debit,5360341319255168,Jul-24,985,YES,2,$7221,Jan-20,2020,No
1834,786,Visa,Debit,4892181339731576,Jul-22,846,YES,2,$21032,Feb-20,2020,No
538,1886,Mastercard,Credit,5437743244958188,Sep-22,676,YES,1,$11900,Jan-20,2020,No
803,1886,Visa,Debit,4064511982908640,Feb-20,861,YES,2,$15328,Jan-20,2020,No
270,103,Mastercard,Debit,5593047322938366,Feb-20,697,YES,1,$15023,Jan-11,2011,No
5113,103,Mastercard,Credit,5027469645306341,Mar-23,841,YES,2,$8500,Oct-08,2008,No
3930,103,Mastercard,Debit,5260164218460494,Dec-14,234,YES,2,$17667,Jul-10,2011,No
110,103,Visa,Debit,4891248998438646,Apr-23,860,YES,2,$20549,Jan-06,2007,No
967,103,Mastercard,Debit,5998541932516719,Nov-09,863,YES,1,$1738,Feb-99,2007,No
5681,1193,Visa,Debit,4933381182408329,Nov-20,961,YES,1,$34013,Nov-12,2012,No
4023,1193,Mastercard,Debit,5896188747962564,Dec-22,194,YES,1,$38290,Jul-14,2014,No
5962,1193,Mastercard,Debit,5429242008081571,Dec-18,151,YES,1,$17718,Dec-09,2010,No
4533,1193,Mastercard,Debit,5485368757971908,Jan-20,442,NO,1,$25878,Sep-03,2009,No
2963,1193,Mastercard,Debit,5771106543332286,Mar-13,600,YES,1,$22858,May-08,2010,No
5881,585,Mastercard,Debit,5035566276017342,Sep-24,348,NO,1,$19913,Dec-07,2010,No
1560,1532,Mastercard,Debit,5146721520853896,Jun-22,597,YES,1,$18648,Feb-20,2020,No
3215,1958,Mastercard,Debit,5622888585637629,Jan-23,818,YES,1,$9676,Jun-00,2009,No
3680,1958,Visa,Credit,4090651468730805,Jul-24,347,YES,2,$4900,Jul-02,2004,No
1283,1958,Visa,Debit (Prepaid),4015493899295533,Apr-23,455,YES,1,$62,Feb-11,2011,No
3578,1958,Mastercard,Debit,5331374110302611,Aug-20,392,YES,1,$17957,Jun-14,2014,No
3843,1958,Mastercard,Credit,5120155075854705,Oct-23,69,YES,2,$13100,Jul-08,2008,No
4594,744,Discover,Credit,6907469862919142,Jan-21,78,YES,1,$10700,Sep-06,2017,No
5720,744,Amex,Credit,3.97876E+14,Apr-22,283,YES,1,$14400,Nov-16,2016,No
4571,744,Amex,Credit,3.20875E+14,Aug-21,637,YES,1,$20400,Sep-05,2016,No
4158,744,Mastercard,Debit,5216119435076209,Dec-24,938,YES,2,$1816,Aug-05,2009,No
2849,744,Amex,Credit,3.88895E+14,Nov-09,475,YES,2,$2200,May-04,2008,No
4140,1836,Visa,Credit,4477205451217988,Jan-20,510,YES,2,$4600,Aug-04,2011,No
2450,477,Visa,Debit (Prepaid),4832425456568319,Dec-22,771,YES,2,$91,Apr-03,2015,No
2692,477,Mastercard,Credit,5573356132288877,Feb-24,39,NO,2,$14400,Apr-12,2012,No
1064,477,Visa,Debit,4990883053108043,Sep-07,717,YES,1,$18647,Feb-05,2007,No
4168,477,Visa,Credit,4205703038691363,Oct-20,715,YES,1,$18100,Aug-05,2008,No
3419,477,Mastercard,Debit (Prepaid),5452849951871914,Apr-20,510,YES,2,$35,Jun-09,2009,No
1835,1713,Visa,Debit,4798004786727366,Apr-23,439,YES,1,$19079,Feb-20,2020,No
804,1506,Visa,Debit,4146173833591127,Feb-20,127,YES,1,$10686,Jan-20,2020,No
1836,1506,Visa,Debit,4170284395296715,Feb-21,886,YES,2,$30000,Feb-20,2020,No
3706,357,Visa,Debit,4908013395790270,Jul-21,30,YES,1,$41221,Jul-03,2011,No
2085,357,Mastercard,Debit,5565610768898340,Jul-24,214,YES,1,$29170,Mar-05,2006,No
5481,357,Discover,Credit,6194011434705938,Apr-22,513,YES,3,$19800,Nov-07,2011,No
2832,357,Visa,Credit,4227790214165429,Apr-22,326,YES,2,$14500,May-02,2007,No
4883,535,Mastercard,Credit,5449971634656595,Jun-24,172,YES,2,$12200,Sep-15,2015,No
1085,778,Mastercard,Debit,5726263807352663,Mar-22,675,YES,2,$1500,Feb-06,2018,No
3228,778,Visa,Credit,4367416449267714,Aug-14,163,NO,1,$13700,Jun-01,2005,No
539,778,Mastercard,Debit,5103357334539485,Sep-23,3,YES,2,$15895,Jan-20,2020,No
1837,950,Visa,Credit,4989332552056925,Apr-20,250,YES,1,$3000,Feb-20,2020,No
2562,1080,Mastercard,Debit,5657550046539675,Jun-21,692,YES,1,$1470,Apr-08,2008,No
5844,1080,Visa,Credit,4590969585932290,Dec-23,836,YES,2,$5500,Dec-05,2010,No
1838,1197,Visa,Debit,4320531705592796,Dec-21,275,YES,2,$4326,Feb-20,2020,No
1839,1197,Visa,Credit,4713354839986613,May-23,290,YES,2,$13600,Feb-20,2020,No
540,1197,Mastercard,Debit,5083490519087277,Jan-22,232,YES,1,$37002,Jan-20,2020,No
4689,711,Visa,Debit,4460024958657540,Jan-20,704,YES,2,$9562,Sep-08,2011,No
3995,1731,Mastercard,Debit,5872752390879513,Sep-20,772,YES,1,$18244,Jul-12,2012,No
4888,1731,Visa,Debit (Prepaid),4662000840694246,Sep-23,924,YES,2,$81,Sep-15,2015,No
34,1731,Amex,Credit,3.75954E+14,Dec-22,888,YES,1,$13700,Jan-03,2017,No
5930,1731,Mastercard,Credit,5225763870748438,Jun-20,627,YES,1,$6000,Dec-08,2010,No
2797,1731,Mastercard,Debit,5543346867967379,Nov-24,275,YES,1,$16409,May-98,2008,No
4616,1731,Visa,Debit,4601299602284616,Mar-22,652,YES,2,$15822,Sep-06,2009,No
5810,451,Mastercard,Debit,5238065973168619,Sep-23,266,YES,2,$1447,Dec-04,2010,No
3768,451,Mastercard,Credit,5187091395766799,May-20,843,YES,3,$6600,Jul-06,2010,No
3786,1290,Visa,Credit,4603076242608163,Oct-09,377,YES,1,$15700,Jul-06,2011,No
3629,1290,Mastercard,Debit,5588067020596088,Jan-21,208,YES,2,$26704,Jun-18,2018,No
2530,1817,Mastercard,Debit,5686575699244488,Dec-24,666,YES,2,$43033,Apr-07,2013,No
1444,56,Discover,Credit,6658549025356902,Feb-24,578,YES,1,$5800,Feb-20,2020,No
805,56,Visa,Credit,4609674436334775,Jul-23,820,YES,1,$6900,Jan-20,2020,No
4949,1383,Mastercard,Debit,5027291418907395,Feb-22,118,YES,1,$17432,Oct-01,2014,No
3146,1915,Mastercard,Debit,5937648730770388,Dec-24,903,YES,1,$34453,May-14,2014,No
4116,1915,Mastercard,Credit,5892514772578316,Apr-23,771,YES,1,$14800,Aug-03,2018,No
5031,1915,Visa,Debit,4750687309919007,Feb-21,667,YES,1,$2603,Oct-05,2012,No
2113,1915,Mastercard,Debit,5409845888265723,Oct-23,832,YES,2,$11568,Mar-06,2008,No
3229,1882,Visa,Debit,4848394515179455,Jan-24,918,YES,1,$35943,Jun-01,2009,No
2672,1882,Discover,Credit,6504367247289968,Jan-19,580,YES,1,$13600,Apr-11,2011,No
5882,1882,Mastercard,Debit,5964535277999798,Mar-22,245,YES,2,$8671,Dec-07,2009,No
3556,1467,Visa,Debit,4479897458047272,Dec-24,411,YES,1,$24498,Jun-12,2012,No
5132,1791,Visa,Debit,4270283600301122,Sep-20,51,YES,1,$21751,Oct-08,2008,No
2215,1791,Mastercard,Debit,5324796450432106,Nov-22,746,YES,3,$18021,Mar-09,2009,No
4587,1791,Visa,Debit,4510686870861755,Jan-23,713,YES,2,$7830,Sep-05,2010,No
2142,447,Mastercard,Debit,5345290500556939,Dec-21,888,YES,2,$17980,Mar-07,2007,No
4617,447,Visa,Credit,4659755318123494,Jan-24,764,YES,2,$9000,Sep-06,2008,No
5405,447,Mastercard,Debit,5357793088955286,Jul-12,544,YES,1,$16034,Nov-04,2013,No
3692,447,Mastercard,Debit,5625327420318301,Dec-22,428,YES,2,$323,Jul-03,2009,No
3865,447,Visa,Debit,4607469261117911,Jun-21,388,YES,1,$6611,Jul-08,2008,No
4967,1640,Mastercard,Debit,5592976284572731,Jun-23,696,YES,1,$14231,Oct-02,2010,No
5171,1640,Visa,Credit,4897415542074817,Jan-19,363,YES,1,$11400,Oct-09,2009,No
1065,1640,Visa,Credit,4533131033936549,Oct-21,612,YES,2,$5900,Feb-05,2009,No
4795,636,Visa,Debit,4711994375142426,Apr-22,577,YES,1,$3915,Sep-10,2010,No
3420,636,Mastercard,Debit,5898219587988129,Aug-22,295,YES,2,$8882,Jun-09,2015,No
4361,636,Mastercard,Debit,5673609398481611,Feb-20,990,YES,1,$1218,Aug-11,2012,No
284,636,Visa,Debit,4071490746118665,Jul-20,498,YES,1,$12057,Jan-11,2018,No
4169,782,Visa,Debit,4310420575646294,Jan-23,18,YES,2,$13435,Aug-05,2008,No
3051,782,Mastercard,Debit,5863102770923374,Mar-24,62,NO,2,$13055,May-10,2010,No
2216,782,Mastercard,Debit (Prepaid),5659519661095769,Oct-20,634,YES,2,$85,Mar-09,2011,No
29,316,Visa,Credit,4934996934968532,Apr-21,547,YES,3,$1200,Jan-02,2011,No
2038,316,Visa,Credit,4331814593567425,Jan-23,448,YES,2,$10500,Mar-02,2010,No
4125,316,Amex,Credit,3.83177E+14,Oct-21,459,YES,2,$9300,Aug-04,2008,No
5857,316,Mastercard,Debit,5603296596869732,Jun-21,386,YES,1,$14056,Dec-06,2008,No
1211,1192,Mastercard,Debit,5303411542373680,Oct-23,305,YES,1,$2001,Feb-10,2018,No
541,787,Mastercard,Debit (Prepaid),5536825392398622,Nov-24,829,YES,1,$80,Jan-20,2020,No
1561,787,Mastercard,Credit,5736136415216037,Feb-20,332,YES,1,$19500,Feb-20,2020,No
1562,251,Mastercard,Debit,5179703588055807,Jan-22,41,YES,1,$14797,Feb-20,2020,No
806,251,Visa,Debit,4263037313230472,Apr-21,719,YES,1,$14420,Jan-20,2020,No
1563,1351,Mastercard,Credit,5250335239588576,Feb-20,728,YES,2,$13600,Feb-20,2020,No
3769,490,Mastercard,Debit,5302369835874378,Sep-24,368,YES,2,$3013,Jul-06,2006,No
5963,490,Mastercard,Debit,5277210517488881,May-24,589,YES,1,$22304,Dec-09,2010,No
176,490,Visa,Debit,4654267845248719,Oct-21,929,YES,3,$30242,Jan-08,2013,No
5133,490,Visa,Debit,4048588745318463,Jul-19,741,YES,1,$12948,Oct-08,2008,No
1564,1935,Mastercard,Debit,5677329350701316,Oct-20,768,YES,1,$20695,Feb-20,2020,No
542,1935,Mastercard,Debit,5708163356892632,Jan-20,148,YES,2,$23716,Jan-20,2020,No
1840,1935,Visa,Debit,4172298033102508,May-20,477,YES,1,$17223,Feb-20,2020,No
4601,387,Mastercard,Debit (Prepaid),5954988204081791,Nov-15,200,YES,2,$49,Sep-06,2010,No
3103,869,Visa,Debit,4705406456208642,Apr-22,542,YES,2,$19792,May-11,2011,No
3104,869,Visa,Debit (Prepaid),4751613092399340,Sep-24,600,YES,2,$76,May-11,2011,No
4405,869,Mastercard,Debit,5176023312287835,Oct-23,444,YES,1,$19811,Aug-13,2013,No
3517,869,Mastercard,Debit,5737557443858194,Nov-20,462,YES,2,$17602,Jun-11,2011,No
5490,869,Mastercard,Debit (Prepaid),5709040626294728,Apr-21,579,YES,1,$96,Nov-07,2011,No
1565,1865,Mastercard,Credit,5571567914533589,Jan-23,845,YES,2,$36900,Feb-20,2020,No
1841,268,Visa,Debit,4772137298381087,Feb-20,231,YES,2,$14263,Feb-20,2020,No
1566,268,Mastercard,Debit,5458281950154231,Feb-20,671,YES,2,$3013,Feb-20,2020,No
543,268,Mastercard,Debit,5171844589281134,Dec-23,998,YES,2,$17789,Jan-20,2020,No
6067,1124,Mastercard,Debit,5128558439499170,Mar-21,199,YES,1,$7184,Dec-12,2012,No
5437,1124,Visa,Debit (Prepaid),4891182896802218,May-22,936,YES,1,$62,Nov-05,2007,No
4130,1124,Mastercard,Credit,5252814681308258,Mar-23,635,YES,2,$8300,Aug-04,2018,No
1245,721,Visa,Credit,4024411952428035,Apr-22,865,YES,1,$11900,Feb-10,2014,No
3949,721,Visa,Credit,4472564488537917,Dec-18,194,NO,2,$2000,Jul-10,2010,No
4426,721,Mastercard,Debit,5869951817550274,Sep-23,672,YES,2,$12827,Aug-14,2014,No
2563,721,Mastercard,Credit,5933265709179136,Sep-10,730,YES,1,$10800,Apr-08,2012,No
3361,721,Visa,Debit,4093356206877400,Jun-21,202,YES,1,$8400,Jun-07,2008,No
4377,721,Visa,Credit,4650428198678080,Oct-11,741,YES,2,$6700,Aug-11,2011,No
158,813,Mastercard,Debit,5188366223912130,Oct-21,649,YES,2,$13417,Jan-08,2008,No
2587,152,Visa,Debit (Prepaid),4745512667212883,Oct-21,371,YES,2,$60,Apr-08,2009,No
2848,152,Visa,Credit,4361942024605018,Mar-21,649,YES,1,$10300,May-03,2016,No
1401,152,Amex,Credit,3.53042E+14,Jun-21,896,YES,2,$4900,Feb-20,2020,No
4272,1896,Visa,Debit,4772324802242471,Dec-15,104,YES,2,$9073,Aug-08,2012,No
2944,1896,Visa,Debit,4222966508731552,Jul-23,816,YES,2,$19635,May-07,2018,No
1124,1896,Visa,Debit,4748375055768054,Feb-20,425,YES,1,$21207,Feb-07,2007,No
4974,1896,Visa,Credit,4468355695964457,Dec-23,955,YES,1,$14000,Oct-02,2008,No
4529,1896,Discover,Credit,6771746312163081,Nov-12,841,NO,1,$14400,Sep-03,2011,No
1567,1028,Mastercard,Debit (Prepaid),5811487719571767,Jun-20,355,YES,1,$72,Feb-20,2020,No
139,1028,Visa,Credit,4838655730073777,Jan-21,654,YES,1,$24600,Jan-07,2011,No
2878,1028,Mastercard,Debit,5154620986833691,May-22,7,YES,1,$43289,May-05,2017,No
2564,1028,Mastercard,Debit,5249989431095315,Feb-24,844,YES,2,$16475,Apr-08,2009,No
342,1028,Amex,Credit,3.55983E+14,Oct-23,647,NO,2,$14600,Jan-15,2015,No
544,922,Mastercard,Debit (Prepaid),5070468758051891,Jan-20,783,YES,2,$28,Jan-20,2020,No
4770,549,Mastercard,Credit,5045264762203417,Dec-22,83,NO,1,$12600,Sep-10,2012,No
98,549,Mastercard,Debit,5231421564510111,Jan-17,865,YES,2,$15416,Jan-06,2014,No
4467,549,Amex,Credit,3.05359E+14,Feb-20,712,YES,2,$7100,Aug-18,2018,No
2588,549,Visa,Credit,4321088757745040,May-23,450,YES,2,$16200,Apr-08,2013,No
5459,565,Mastercard,Debit,5345514962286662,Feb-20,181,YES,1,$17689,Nov-06,2006,No
